output[1] 쟁반 line=54166
state: 그릇=0, 냄비=15, 단지=60, 숟가락=464, 웍=0, 쟁반=643017, 접시=0, 칼=0, 컵=0, 후라이팬=12
현재 1567000행 실행 중 (src 39973): 그릇=43038, 냄비=0, 단지=0, 숟가락=0, 웍=9080, 쟁반=0, 접시=192, 칼=0, 컵=8, 후라이팬=78
현재 1568000행 실행 중 (src 41481): 그릇=3, 냄비=0, 단지=15, 숟가락=498, 웍=218016, 쟁반=620625, 접시=0, 칼=18, 컵=6368, 후라이팬=0
현재 1569000행 실행 중 (src 1391): 그릇=0, 냄비=4, 단지=48, 숟가락=0, 웍=3940, 쟁반=0, 접시=0, 칼=319106, 컵=0, 후라이팬=111
현재 1570000행 실행 중 (src 2922): 그릇=60, 냄비=0, 단지=0, 숟가락=1, 웍=32, 쟁반=0, 접시=34, 칼=4, 컵=1, 후라이팬=39489821
현재 1571000행 실행 중 (src 4462): 그릇=0, 냄비=29700, 단지=4, 숟가락=0, 웍=0, 쟁반=1287, 접시=390, 칼=2, 컵=0, 후라이팬=0
현재 1572000행 실행 중 (src 1305): 그릇=23, 냄비=0, 단지=8, 숟가락=25, 웍=4, 쟁반=3, 접시=2485, 칼=12, 컵=0, 후라이팬=22
현재 1573000행 실행 중 (src 2838): 그릇=0, 냄비=6, 단지=13, 숟가락=147, 웍=0, 쟁반=2, 접시=1129910, 칼=0, 컵=5269, 후라이팬=0
현재 1574000행 실행 중 (src 4367): 그릇=1463, 냄비=4, 단지=0, 숟가락=0, 웍=0, 쟁반=15, 접시=8, 칼=60, 컵=20, 후라이팬=11
현재 1575000행 실행 중 (src 1214): 그릇=0, 냄비=0, 단지=77, 숟가락=42, 웍=0, 쟁반=2445, 접시=30, 칼=23, 컵=9, 후라이팬=3
현재 1576000행 실행 중 (src 2750): 그릇=9, 냄비=25, 단지=0, 숟가락=45, 웍=0, 쟁반=0, 접시=141235, 칼=625, 컵=14, 후라이팬=0
현재 1577000행 실행 중 (src 4272): 그릇=0, 냄비=0, 단지=28, 숟가락=276, 웍=0, 쟁반=63, 접시=0, 칼=13591, 컵=23, 후라이팬=0
현재 1578000행 실행 중 (src 10444): 그릇=0, 냄비=0, 단지=17, 숟가락=0, 웍=42, 쟁반=21, 접시=40, 칼=4, 컵=4184326743, 후라이팬=0
현재 1579000행 실행 중 (src 11933): 그릇=10, 냄비=16, 단지=11, 숟가락=0, 웍=89265653679, 쟁반=896862, 접시=0, 칼=0, 컵=0, 후라이팬=0
현재 1580000행 실행 중 (src 13489): 그릇=0, 냄비=1, 단지=83, 숟가락=12, 웍=90, 쟁반=17, 접시=0, 칼=0, 컵=37, 후라이팬=19043379365
현재 1581000행 실행 중 (src 15041): 그릇=0, 냄비=0, 단지=157, 숟가락=0, 웍=1, 쟁반=150, 접시=0, 칼=0, 컵=1142607309452, 후라이팬=2
현재 1582000행 실행 중 (src 16583): 그릇=0, 냄비=1056, 단지=0, 숟가락=0, 웍=7703916611, 쟁반=0, 접시=493, 칼=55, 컵=0, 후라이팬=3
현재 1583000행 실행 중 (src 18071): 그릇=3, 냄비=0, 단지=7, 숟가락=1, 웍=12, 쟁반=1, 접시=4, 칼=4755805, 컵=83, 후라이팬=0
현재 1584000행 실행 중 (src 14965): 그릇=0, 냄비=8, 단지=0, 숟가락=926004, 웍=3600202, 쟁반=37, 접시=2, 칼=0, 컵=9, 후라이팬=133
현재 1585000행 실행 중 (src 16502): 그릇=3, 냄비=7, 단지=960, 숟가락=78, 웍=10202, 쟁반=0, 접시=432, 칼=0, 컵=51, 후라이팬=87
현재 1586000행 실행 중 (src 17999): 그릇=0, 냄비=949620, 단지=590, 숟가락=9, 웍=1, 쟁반=5, 접시=0, 칼=4, 컵=77, 후라이팬=0
현재 1587000행 실행 중 (src 14881): 그릇=0, 냄비=0, 단지=168, 숟가락=77154, 웍=10, 쟁반=3600000, 접시=0, 칼=15, 컵=1, 후라이팬=114
현재 1588000행 실행 중 (src 16435): 그릇=1, 냄비=6, 단지=0, 숟가락=56, 웍=1226, 쟁반=192, 접시=0, 칼=15, 컵=0, 후라이팬=3
현재 1589000행 실행 중 (src 17923): 그릇=20, 냄비=60, 단지=3, 숟가락=158240, 웍=22, 쟁반=0, 접시=110, 칼=3, 컵=24, 후라이팬=0
현재 1590000행 실행 중 (src 14803): 그릇=12, 냄비=5, 단지=0, 숟가락=497, 웍=0, 쟁반=3600000, 접시=25221, 칼=0, 컵=0, 후라이팬=0
현재 1591000행 실행 중 (src 16357): 그릇=0, 냄비=0, 단지=0, 숟가락=56, 웍=0, 쟁반=12, 접시=594, 칼=0, 컵=6, 후라이팬=95
현재 1592000행 실행 중 (src 17849): 그릇=0, 냄비=10, 단지=2, 숟가락=31651, 웍=10, 쟁반=0, 접시=14, 칼=12, 컵=0, 후라이팬=0
현재 1593000행 실행 중 (src 10106): 그릇=0, 냄비=0, 단지=105256413, 숟가락=0, 웍=120, 쟁반=40, 접시=0, 칼=1308401, 컵=0, 후라이팬=31
현재 1594000행 실행 중 (src 11596): 그릇=44, 냄비=0, 단지=10, 숟가락=0, 웍=64719929318359, 쟁반=2091, 접시=0, 칼=6336, 컵=15, 후라이팬=0
현재 1595000행 실행 중 (src 13132): 그릇=96, 냄비=2209, 단지=276138366149, 숟가락=92, 웍=0, 쟁반=25, 접시=3573, 칼=0, 컵=0, 후라이팬=0
현재 1596000행 실행 중 (src 10059): 그릇=0, 냄비=79833, 단지=0, 숟가락=0, 웍=0, 쟁반=12883511841646484453, 접시=1, 칼=6, 컵=0, 후라이팬=31
현재 1597000행 실행 중 (src 11560): 그릇=8, 냄비=15, 단지=0, 숟가락=18, 웍=1484180564157822598263219, 쟁반=31, 접시=409, 칼=6336, 컵=0, 후라이팬=0
현재 1598000행 실행 중 (src 13099): 그릇=13, 냄비=103, 단지=2110834580135569918586, 숟가락=0, 웍=0, 쟁반=0, 접시=1191, 칼=0, 컵=2100, 후라이팬=0
현재 1599000행 실행 중 (src 10025): 그릇=0, 냄비=0, 단지=6, 숟가락=13305, 웍=0, 쟁반=5471283231711397241793729136, 접시=0, 칼=0, 컵=203, 후라이팬=0
현재 1600000행 실행 중 (src 11519): 그릇=0, 냄비=14, 단지=0, 숟가락=9, 웍=5843, 쟁반=20, 접시=409, 칼=6336, 컵=0, 후라이팬=113452529092767533205836243261697312
현재 1601000행 실행 중 (src 13055): 그릇=1, 냄비=103, 단지=16135470804304715833718932376165, 숟가락=0, 웍=193, 쟁반=159, 접시=0, 칼=0, 컵=0, 후라이팬=0
현재 1602000행 실행 중 (src 9984): 그릇=0, 냄비=0, 단지=0, 숟가락=2205, 웍=70, 쟁반=10455785081189455860249868182973232214, 접시=456, 칼=0, 컵=5, 후라이팬=0
현재 1603000행 실행 중 (src 11484): 그릇=0, 냄비=0, 단지=0, 숟가락=0, 웍=5843, 쟁반=37, 접시=50, 칼=350, 컵=1, 후라이팬=867244637774178226872565066568533254461697306
현재 1604000행 실행 중 (src 13015): 그릇=36, 냄비=0, 단지=2775182840877370325992208213019306414303724, 숟가락=3, 웍=193, 쟁반=150, 접시=0, 칼=93, 컵=2, 후라이팬=0
현재 1605000행 실행 중 (src 28489): 그릇=33, 냄비=0, 단지=2, 숟가락=0, 웍=5, 쟁반=0, 접시=0, 칼=88805850908075850431750662816617805261296336, 컵=0, 후라이팬=3
현재 1606000행 실행 중 (src 30046): 그릇=10, 냄비=15470, 단지=0, 숟가락=6, 웍=59, 쟁반=63150827312409493640356026891817106031897, 접시=36, 칼=0, 컵=12, 후라이팬=35
현재 1607000행 실행 중 (src 31555): 그릇=0, 냄비=413865261874606857521437257838212586273077, 단지=0, 숟가락=0, 웍=0, 쟁반=133, 접시=3984, 칼=0, 컵=523, 후라이팬=212
현재 1608000행 실행 중 (src 28462): 그릇=156, 냄비=0, 단지=0, 숟가락=58, 웍=2, 쟁반=0, 접시=0, 칼=0, 컵=0, 후라이팬=662184418999370972034299612541140138761
현재 1609000행 실행 중 (src 30019): 그릇=0, 냄비=15464, 단지=5, 숟가락=0, 웍=59, 쟁반=353165023466331185084959793355291971, 접시=36, 칼=10, 컵=0, 후라이팬=5
현재 1610000행 실행 중 (src 31526): 그릇=0, 냄비=9258009191155792218291170006933148381, 단지=996, 숟가락=0, 웍=0, 쟁반=200, 접시=20, 칼=168, 컵=0, 후라이팬=180
현재 1611000행 실행 중 (src 28439): 그릇=3, 냄비=0, 단지=0, 숟가락=37, 웍=0, 쟁반=0, 접시=14, 칼=15, 컵=12, 후라이팬=14812814705849267549265872011093728
현재 1612000행 실행 중 (src 29984): 그릇=0, 냄비=1932, 단지=4, 숟가락=9, 웍=36, 쟁반=7900167843119609359608465089790, 접시=726, 칼=5, 컵=0, 후라이팬=5
현재 1613000행 실행 중 (src 31494): 그릇=54, 냄비=207098159906674687596520147431999, 단지=166, 숟가락=0, 웍=0, 쟁반=25, 접시=0, 칼=21, 컵=180, 후라이팬=0
현재 1614000행 실행 중 (src 32987): 그릇=0, 냄비=0, 단지=0, 숟가락=0, 웍=0, 쟁반=117815842080241600054909239792199, 접시=12, 칼=12, 컵=10077, 후라이팬=0
현재 1615000행 실행 중 (src 34526): 그릇=9, 냄비=0, 단지=5, 숟가락=2, 웍=15, 쟁반=82, 접시=12, 칼=0, 컵=71, 후라이팬=150804277862709248070283827262015
현재 1616000행 실행 중 (src 36059): 그릇=14, 냄비=3085, 단지=13, 숟가락=5, 웍=0, 쟁반=297884993309055304830190299826, 접시=77, 칼=0, 컵=0, 후라이팬=0
현재 1617000행 실행 중 (src 37559): 그릇=0, 냄비=0, 단지=1, 숟가락=222, 웍=67785385144105029371142, 쟁반=4, 접시=5, 칼=157, 컵=0, 후라이팬=0
현재 1618000행 실행 중 (src 39083): 그릇=10, 냄비=0, 단지=7, 숟가락=64270587395893046, 웍=17, 쟁반=0, 접시=0, 칼=21, 컵=0, 후라이팬=13
현재 1619000행 실행 중 (src 40565): 그릇=0, 냄비=0, 단지=180, 숟가락=0, 웍=0, 쟁반=0, 접시=0, 칼=1733348649351, 컵=8, 후라이팬=0
현재 1620000행 실행 중 (src 32944): 그릇=10056, 냄비=0, 단지=0, 숟가락=21, 웍=0, 쟁반=28080248598775, 접시=14, 칼=6, 컵=7, 후라이팬=0
현재 1621000행 실행 중 (src 34494): 그릇=0, 냄비=0, 단지=0, 숟가락=4, 웍=4, 쟁반=82, 접시=0, 칼=0, 컵=49, 후라이팬=143770874137315
현재 1622000행 실행 중 (src 36020): 그릇=14, 냄비=617, 단지=86, 숟가락=49, 웍=70997986222, 쟁반=0, 접시=0, 칼=0, 컵=4, 후라이팬=0
현재 1623000행 실행 중 (src 32906): 그릇=1224, 냄비=0, 단지=2, 숟가락=29, 웍=0, 쟁반=2757592790, 접시=84, 칼=6, 컵=1, 후라이팬=0
현재 1624000행 실행 중 (src 34461): 그릇=9, 냄비=12, 단지=33, 숟가락=15, 웍=4, 쟁반=9, 접시=9, 칼=6, 컵=8, 후라이팬=203330723504
현재 1625000행 실행 중 (src 35981): 그릇=5, 냄비=608, 단지=403, 숟가락=0, 웍=0, 쟁반=0, 접시=29, 칼=20, 컵=0, 후라이팬=69966452
현재 1626000행 실행 중 (src 32871): 그릇=204, 냄비=26, 단지=0, 숟가락=24, 웍=0, 쟁반=115243, 접시=0, 칼=0, 컵=58, 후라이팬=0
현재 1627000행 실행 중 (src 34419): 그릇=9, 냄비=4, 단지=0, 숟가락=7, 웍=0, 쟁반=2, 접시=21, 칼=6, 컵=5, 후라이팬=10229022
현재 1628000행 실행 중 (src 35939): 그릇=0, 냄비=0, 단지=807, 숟가락=0, 웍=595, 쟁반=2, 접시=0, 칼=0, 컵=0, 후라이팬=257648
현재 1629000행 실행 중 (src 32822): 그릇=0, 냄비=0, 단지=95, 숟가락=24, 웍=29, 쟁반=0, 접시=0, 칼=0, 컵=1712, 후라이팬=50
현재 1630000행 실행 중 (src 34371): 그릇=0, 냄비=5, 단지=4, 숟가락=2, 웍=17, 쟁반=0, 접시=0, 칼=0, 컵=0, 후라이팬=3261727
현재 1631000행 실행 중 (src 35890): 그릇=0, 냄비=0, 단지=800, 숟가락=0, 웍=0, 쟁반=0, 접시=0, 칼=119, 컵=0, 후라이팬=46492
현재 1632000행 실행 중 (src 41919): 그릇=0, 냄비=0, 단지=35991, 숟가락=0, 웍=0, 쟁반=12, 접시=0, 칼=54, 컵=34, 후라이팬=0
현재 1633000행 실행 중 (src 43458): 그릇=49, 냄비=3, 단지=0, 숟가락=0, 웍=46, 쟁반=0, 접시=1, 칼=14, 컵=933, 후라이팬=2318
현재 1634000행 실행 중 (src 45002): 그릇=0, 냄비=2671, 단지=0, 숟가락=5, 웍=2225, 쟁반=11, 접시=0, 칼=21, 컵=0, 후라이팬=0
현재 1635000행 실행 중 (src 9573): 그릇=2422, 냄비=0, 단지=1381, 숟가락=2, 웍=42, 쟁반=206, 접시=0, 칼=10, 컵=11, 후라이팬=18
현재 1636000행 실행 중 (src 11074): 그릇=0, 냄비=0, 단지=5, 숟가락=0, 웍=12, 쟁반=0, 접시=36, 칼=0, 컵=3987280296, 후라이팬=0
현재 1637000행 실행 중 (src 12592): 그릇=9, 냄비=0, 단지=30, 숟가락=4, 웍=6, 쟁반=114834330829, 접시=0, 칼=0, 컵=0, 후라이팬=4
현재 1638000행 실행 중 (src 37276): 그릇=0, 냄비=0, 단지=40, 숟가락=12249296476, 웍=0, 쟁반=139, 접시=35, 칼=0, 컵=0, 후라이팬=0
현재 1639000행 실행 중 (src 38796): 그릇=13938, 냄비=0, 단지=43, 숟가락=0, 웍=2, 쟁반=17, 접시=7, 칼=18, 컵=0, 후라이팬=0
현재 1640000행 실행 중 (src 40291): 그릇=11, 냄비=12, 단지=0, 숟가락=0, 웍=12, 쟁반=0, 접시=12, 칼=38, 컵=0, 후라이팬=0
현재 1641000행 실행 중 (src 41804): 그릇=0, 냄비=19, 단지=10, 숟가락=0, 웍=29, 쟁반=2380, 접시=0, 칼=3216503, 컵=0, 후라이팬=0
현재 1642000행 실행 중 (src 43336): 그릇=0, 냄비=0, 단지=0, 숟가락=5, 웍=22, 쟁반=10, 접시=0, 칼=0, 컵=31205, 후라이팬=1072
현재 1643000행 실행 중 (src 44891): 그릇=6, 냄비=0, 단지=3395, 숟가락=4, 웍=0, 쟁반=12, 접시=0, 칼=0, 컵=0, 후라이팬=387
현재 1644000행 실행 중 (src 109): 그릇=17, 냄비=48, 단지=0, 숟가락=29, 웍=0, 쟁반=4, 접시=0, 칼=470936, 컵=49, 후라이팬=0
현재 1645000행 실행 중 (src 1654): 그릇=0, 냄비=12, 단지=16, 숟가락=5, 웍=0, 쟁반=4705, 접시=0, 칼=0, 컵=2033, 후라이팬=0
현재 1646000행 실행 중 (src 3190): 그릇=1053, 냄비=0, 단지=0, 숟가락=38, 웍=0, 쟁반=0, 접시=24252, 칼=0, 컵=9, 후라이팬=18
현재 1647000행 실행 중 (src 30): 그릇=29, 냄비=0, 단지=0, 숟가락=4, 웍=115, 쟁반=1, 접시=4928, 칼=0, 컵=0, 후라이팬=10
현재 1648000행 실행 중 (src 1561): 그릇=7, 냄비=0, 단지=377, 숟가락=0, 웍=4, 쟁반=0, 접시=0, 칼=0, 컵=3993, 후라이팬=0
현재 1649000행 실행 중 (src 3082): 그릇=0, 냄비=0, 단지=14, 숟가락=1, 웍=2, 쟁반=0, 접시=22, 칼=121, 컵=0, 후라이팬=1162602
현재 1650000행 실행 중 (src 4629): 그릇=0, 냄비=0, 단지=2202, 숟가락=19, 웍=6, 쟁반=14611, 접시=0, 칼=352, 컵=0, 후라이팬=7
현재 1651000행 실행 중 (src 1456): 그릇=117, 냄비=0, 단지=843, 숟가락=7, 웍=3957, 쟁반=0, 접시=4, 칼=0, 컵=0, 후라이팬=0
현재 1652000행 실행 중 (src 2984): 그릇=2096, 냄비=22, 단지=5, 숟가락=0, 웍=328, 쟁반=6, 접시=2, 칼=1, 컵=5449636, 후라이팬=0
현재 1653000행 실행 중 (src 4528): 그릇=0, 냄비=5973, 단지=21, 숟가락=0, 웍=404, 쟁반=1308, 접시=0, 칼=0, 컵=9, 후라이팬=0
현재 1654000행 실행 중 (src 1364): 그릇=782, 냄비=0, 단지=48, 숟가락=4, 웍=0, 쟁반=0, 접시=1, 칼=1666, 컵=0, 후라이팬=30
현재 1655000행 실행 중 (src 2887): 그릇=0, 냄비=0, 단지=0, 숟가락=15, 웍=8, 쟁반=0, 접시=81743909, 칼=0, 컵=1, 후라이팬=28
현재 1656000행 실행 중 (src 4425): 그릇=1284, 냄비=0, 단지=366, 숟가락=0, 웍=3, 쟁반=0, 접시=24, 칼=0, 컵=7392, 후라이팬=0
현재 1657000행 실행 중 (src 5939): 그릇=4, 냄비=10, 단지=0, 숟가락=0, 웍=4, 쟁반=0, 접시=0, 칼=8, 컵=2769721, 후라이팬=34
현재 1658000행 실행 중 (src 7452): 그릇=10, 냄비=0, 단지=1576, 숟가락=0, 웍=0, 쟁반=471824, 접시=5, 칼=28, 컵=0, 후라이팬=61
현재 1659000행 실행 중 (src 9026): 그릇=10771, 냄비=44, 단지=14, 숟가락=0, 웍=0, 쟁반=0, 접시=17, 칼=68, 컵=0, 후라이팬=61
현재 1660000행 실행 중 (src 5896): 그릇=0, 냄비=1, 단지=32, 숟가락=6, 웍=25, 쟁반=0, 접시=0, 칼=0, 컵=95269225, 후라이팬=0
현재 1661000행 실행 중 (src 7403): 그릇=0, 냄비=0, 단지=3153, 숟가락=0, 웍=0, 쟁반=0, 접시=32, 칼=0, 컵=110378, 후라이팬=10
현재 1662000행 실행 중 (src 8977): 그릇=12958, 냄비=2, 단지=0, 숟가락=0, 웍=0, 쟁반=0, 접시=7, 칼=204, 컵=37, 후라이팬=61
현재 1663000행 실행 중 (src 19815): 그릇=7, 냄비=25, 단지=0, 숟가락=10170, 웍=0, 쟁반=0, 접시=12, 칼=0, 컵=6, 후라이팬=114
현재 1664000행 실행 중 (src 21339): 그릇=1179, 냄비=0, 단지=15, 숟가락=23, 웍=0, 쟁반=18, 접시=0, 칼=0, 컵=1, 후라이팬=23
현재 1665000행 실행 중 (src 22920): 그릇=0, 냄비=14, 단지=64189, 숟가락=6, 웍=0, 쟁반=0, 접시=0, 칼=0, 컵=12, 후라이팬=0
현재 1666000행 실행 중 (src 19725): 그릇=0, 냄비=13273, 단지=0, 숟가락=459, 웍=13, 쟁반=16625, 접시=0, 칼=0, 컵=0, 후라이팬=2
현재 1667000행 실행 중 (src 21245): 그릇=501, 냄비=163, 단지=9, 숟가락=10, 웍=15, 쟁반=0, 접시=0, 칼=355, 컵=0, 후라이팬=0
현재 1668000행 실행 중 (src 22838): 그릇=0, 냄비=63768, 단지=50, 숟가락=34, 웍=27, 쟁반=280, 접시=4, 칼=0, 컵=0, 후라이팬=22
현재 1669000행 실행 중 (src 19654): 그릇=0, 냄비=24, 단지=0, 숟가락=14, 웍=75, 쟁반=0, 접시=52881, 칼=0, 컵=4147, 후라이팬=15
현재 1670000행 실행 중 (src 21162): 그릇=777, 냄비=12, 단지=0, 숟가락=0, 웍=0, 쟁반=18, 접시=72, 칼=16, 컵=0, 후라이팬=19
현재 1671000행 실행 중 (src 22753): 그릇=55, 냄비=10, 단지=33, 숟가락=0, 웍=0, 쟁반=0, 접시=0, 칼=0, 컵=7955, 후라이팬=6664
현재 1672000행 실행 중 (src 19561): 그릇=1, 냄비=17, 단지=0, 숟가락=1100, 웍=129, 쟁반=0, 접시=0, 칼=0, 컵=21, 후라이팬=12
현재 1673000행 실행 중 (src 21074): 그릇=47, 냄비=2, 단지=0, 숟가락=21, 웍=3348, 쟁반=0, 접시=13, 칼=68, 컵=0, 후라이팬=0
현재 1674000행 실행 중 (src 22661): 그릇=42, 냄비=90, 단지=3, 숟가락=17, 웍=0, 쟁반=0, 접시=16, 칼=0, 컵=198, 후라이팬=118
현재 1675000행 실행 중 (src 5501): 그릇=12, 냄비=0, 단지=0, 숟가락=1509, 웍=0, 쟁반=151, 접시=250, 칼=0, 컵=0, 후라이팬=779907101
현재 1676000행 실행 중 (src 7011): 그릇=0, 냄비=0, 단지=5, 숟가락=0, 웍=0, 쟁반=402, 접시=9, 칼=28, 컵=47, 후라이팬=5298
현재 1677000행 실행 중 (src 8554): 그릇=0, 냄비=0, 단지=0, 숟가락=3, 웍=52180, 쟁반=6, 접시=76692, 칼=0, 컵=4, 후라이팬=2
현재 1678000행 실행 중 (src 5452): 그릇=302073127653, 냄비=0, 단지=0, 숟가락=28, 웍=12, 쟁반=130, 접시=205, 칼=0, 컵=0, 후라이팬=0
현재 1679000행 실행 중 (src 6968): 그릇=0, 냄비=4, 단지=342, 숟가락=27, 웍=213657, 쟁반=60, 접시=0, 칼=0, 컵=14, 후라이팬=1700
현재 1680000행 실행 중 (src 8511): 그릇=0, 냄비=0, 단지=0, 숟가락=48000, 웍=4174, 쟁반=0, 접시=103038, 칼=0, 컵=2, 후라이팬=6
현재 1681000행 실행 중 (src 5414): 그릇=0, 냄비=0, 단지=19, 숟가락=4, 웍=12, 쟁반=16, 접시=205, 칼=22, 컵=314654073569, 후라이팬=15
현재 1682000행 실행 중 (src 6923): 그릇=0, 냄비=0, 단지=342, 숟가락=27, 웍=2669936, 쟁반=0, 접시=0, 칼=4, 컵=0, 후라이팬=10
현재 1683000행 실행 중 (src 8463): 그릇=0, 냄비=0, 단지=0, 숟가락=10, 웍=4158, 쟁반=36, 접시=104280, 칼=30, 컵=0, 후라이팬=0
현재 1684000행 실행 중 (src 5369): 그릇=2, 냄비=21, 단지=93, 숟가락=13, 웍=0, 쟁반=7, 접시=0, 칼=22, 컵=315251270352, 후라이팬=0
현재 1685000행 실행 중 (src 6880): 그릇=32, 냄비=30, 단지=0, 숟가락=26, 웍=20062201, 쟁반=0, 접시=9, 칼=5, 컵=0, 후라이팬=0
현재 1686000행 실행 중 (src 8413): 그릇=0, 냄비=0, 단지=104208, 숟가락=18, 웍=4, 쟁반=3, 접시=24, 칼=19, 컵=11, 후라이팬=4128
현재 1687000행 실행 중 (src 623): 그릇=0, 냄비=2, 단지=5, 숟가락=737, 웍=0, 쟁반=0, 접시=4, 칼=0, 컵=2, 후라이팬=292
현재 1688000행 실행 중 (src 2183): 그릇=15, 냄비=0, 단지=0, 숟가락=2180, 웍=18, 쟁반=36, 접시=0, 칼=129588, 컵=5, 후라이팬=23
현재 1689000행 실행 중 (src 3718): 그릇=3821160, 냄비=2, 단지=18, 숟가락=62, 웍=2769, 쟁반=5, 접시=0, 칼=20, 컵=0, 후라이팬=0
현재 1690000행 실행 중 (src 539): 그릇=0, 냄비=2938, 단지=0, 숟가락=0, 웍=110, 쟁반=0, 접시=91, 칼=0, 컵=45, 후라이팬=0
현재 1691000행 실행 중 (src 2091): 그릇=0, 냄비=15, 단지=292, 숟가락=126, 웍=13779, 쟁반=29, 접시=0, 칼=396, 컵=427200, 후라이팬=124
현재 1692000행 실행 중 (src 3620): 그릇=0, 냄비=0, 단지=0, 숟가락=408, 웍=53, 쟁반=0, 접시=0, 칼=14, 컵=0, 후라이팬=764160
현재 1693000행 실행 중 (src 23791): 그릇=75, 냄비=6, 단지=0, 숟가락=0, 웍=4, 쟁반=0, 접시=0, 칼=0, 컵=129, 후라이팬=63
현재 1694000행 실행 중 (src 25307): 그릇=951, 냄비=21, 단지=3, 숟가락=1527, 웍=39, 쟁반=6, 접시=0, 칼=0, 컵=0, 후라이팬=22
현재 1695000행 실행 중 (src 26839): 그릇=140, 냄비=0, 단지=21, 숟가락=105, 웍=0, 쟁반=9, 접시=0, 칼=4, 컵=0, 후라이팬=0
현재 1696000행 실행 중 (src 9769): 그릇=0, 냄비=0, 단지=0, 숟가락=9, 웍=0, 쟁반=0, 접시=633, 칼=97, 컵=11010, 후라이팬=0
현재 1697000행 실행 중 (src 11257): 그릇=0, 냄비=108493912287, 단지=5, 숟가락=14040, 웍=0, 쟁반=31, 접시=17, 칼=32, 컵=0, 후라이팬=0
현재 1698000행 실행 중 (src 12801): 그릇=0, 냄비=0, 단지=35, 숟가락=6, 웍=16, 쟁반=0, 접시=104154681430, 칼=24, 컵=7, 후라이팬=0
현재 1699000행 실행 중 (src 9737): 그릇=16, 냄비=3, 단지=0, 숟가락=0, 웍=0, 쟁반=74992980166908, 접시=0, 칼=70, 컵=380005, 후라이팬=0
현재 1700000행 실행 중 (src 11219): 그릇=9, 냄비=829362366365061819744, 단지=11, 숟가락=14040, 웍=0, 쟁반=0, 접시=0, 칼=0, 컵=1, 후라이팬=31
현재 1701000행 실행 중 (src 12757): 그릇=0, 냄비=0, 단지=0, 숟가락=20, 웍=0, 쟁반=4, 접시=67, 칼=24, 컵=796187871710459872536, 후라이팬=145
현재 1702000행 실행 중 (src 9699): 그릇=60, 냄비=0, 단지=76, 숟가락=0, 웍=0, 쟁반=286627633815766358731854, 접시=6, 칼=8, 컵=380005, 후라이팬=0
현재 1703000행 실행 중 (src 11181): 그릇=2113248218596882209692610793224, 냄비=0, 단지=1, 숟가락=1, 웍=1755, 쟁반=0, 접시=0, 칼=5, 컵=21, 후라이팬=31
현재 1704000행 실행 중 (src 12712): 그릇=0, 냄비=0, 단지=0, 숟가락=7, 웍=2, 쟁반=82, 접시=56, 칼=0, 컵=36516929217354124583488317660816, 후라이팬=140
현재 1705000행 실행 중 (src 32786): 그릇=0, 냄비=23, 단지=0, 숟가락=0, 웍=21, 쟁반=0, 접시=1, 칼=38, 컵=6086154869559020763914721847690, 후라이팬=35
현재 1706000행 실행 중 (src 34335): 그릇=373933355185706235734920513478385, 냄비=0, 단지=0, 숟가락=0, 웍=0, 쟁반=0, 접시=0, 칼=0, 컵=24, 후라이팬=1575
현재 1707000행 실행 중 (src 35852): 그릇=6, 냄비=113, 단지=100, 숟가락=62, 웍=1266, 쟁반=3, 접시=15, 칼=0, 컵=57, 후라이팬=38470509792768131248448624009
현재 1708000행 실행 중 (src 32747): 그릇=0, 냄비=23, 단지=29, 숟가락=0, 웍=10, 쟁반=42, 접시=0, 칼=3, 컵=5976185670586909035848498590, 후라이팬=6
현재 1709000행 실행 중 (src 34297): 그릇=1, 냄비=0, 단지=1575, 숟가락=804780, 웍=20, 쟁반=36717684760085969116255528714, 접시=0, 칼=1, 컵=0, 후라이팬=2
현재 1710000행 실행 중 (src 35813): 그릇=1, 냄비=30, 단지=4, 숟가락=50, 웍=83, 쟁반=0, 접시=12, 칼=1256, 컵=0, 후라이팬=1888769792185492238496311
현재 1711000행 실행 중 (src 32702): 그릇=0, 냄비=49, 단지=0, 숟가락=0, 웍=10, 쟁반=36, 접시=0, 칼=0, 컵=586820347736502136747754, 후라이팬=4
현재 1712000행 실행 중 (src 34262): 그릇=0, 냄비=0, 단지=1567, 숟가락=0, 웍=14, 쟁반=3605424216493069130536699, 접시=0, 칼=134130, 컵=22, 후라이팬=0
현재 1713000행 실행 중 (src 35774): 그릇=0, 냄비=31, 단지=10, 숟가락=50, 웍=0, 쟁반=0, 접시=18, 칼=468, 컵=0, 후라이팬=185464208667338952814
현재 1714000행 실행 중 (src 28105): 그릇=0, 냄비=0, 단지=12, 숟가락=562712147186560, 웍=0, 쟁반=4, 접시=5, 칼=0, 컵=0, 후라이팬=0
현재 1715000행 실행 중 (src 29637): 그릇=56, 냄비=2, 단지=0, 숟가락=919, 웍=0, 쟁반=48, 접시=0, 칼=0, 컵=56, 후라이팬=200347
현재 1716000행 실행 중 (src 31155): 그릇=1, 냄비=20, 단지=0, 숟가락=0, 웍=9660, 쟁반=16, 접시=105218560, 칼=14, 컵=12231, 후라이팬=0
현재 1717000행 실행 중 (src 28078): 그릇=414, 냄비=0, 단지=215656435, 숟가락=0, 웍=0, 쟁반=40, 접시=5, 칼=11, 컵=0, 후라이팬=0
